name,brand,type,gender,shape,frame_material,color,price,description,rating,reviews_count
OLIN Yoela Triangle Rimless Sunglasses One Piece Colored Transparent Sunglasses For Women and Men,OLINOWL,sunglasses,unisex,classic,plastic,black,3.99,"About Yoela'S SECRET Up to date latest eyewear styles with qualities and designs surpassing similar mainstream product. Gender: Unisex Material: Polycarbonate (PC) lens, plastic frame Net weight: 35g Package content: one sunglass Feature:  A simple and casual wear with a personalized triangle sunglasses, super cute and super fun ,that will give you an overall look of 100 points.we are sure it will win your hearts on sunny days!Available in a variety of fun colors to match all your outfits.Add points to your overall look when you go to the beach, party, travel, shopping, etc. Cleaning Tips- Treat sunglasses mildly and clean regularly- Clean the lens with water or warm mild liquid- Wipe the sunglasses with the soft glasses clothColor Disclaimer: Due to monitor settings, monitor pixel definitions, we cannot guarantee that thecolor you see on your screen is the exact color of the product. We strive to make our colors asaccurate as possible. however, colors might be approximations of actual colors.Guaranteed PurchaseWe aim to provide high-quality products and top-notch customer service to everyone in the world.We sincerely offer you 100% satisfaction guarantee. We'll work with you to resolve any issuesyou come across and ensure that you're satisfied with your experience.",4.60,3348
Polarized Clip On Sunglasses Over Prescription Glasses Men Women Compact Fit Non-Flip Up,CAXMAN,sunglasses,unisex,classic,plastic,black,9113.00,"CAXMAN sunglasses with UV protection, suitable for everyday wear.",4.30,4004
CARFIA Vintage Polarized Sunglasses for Men UV400 Protection Retro Fashion Eyewear Hand-crafted Acetate Frame CA5288L,CARFIA,sunglasses,male,classic,acetate,black,25.99,"CARFIA sunglasses with UV protection, suitable for everyday wear.",4.60,8311
"MEETSUN Fit Over Glasses Sunglasses for Men Women,Wrap Around Sunglasses Polarized 100% UV400 Protection",MEETSUN,sunglasses,unisex,round,plastic,black,10942.00,"MEETSUN sunglasses with UV protection, suitable for everyday wear.",4.20,4051
"Lasiyanor Lightweight TAC Polarized Tinted Classic Vintage Retro 70s Sunglasses, TR-90 Frame for Women Men, UV 400 Protection",Lasiyanor,sunglasses,unisex,classic,plastic,black,8274.00,"Lasiyanor sunglasses with UV protection, suitable for everyday wear.",4.30,1641
"KleenGuard™ V30 Nemesis™ Safety Glasses (22475), with Anti-Fog Coating, Smoke Lenses, Black Frame, Unisex Sunglasses for Men and Women (Qty 12)",KLEENGUARD,sunglasses,unisex,round,plastic,black,49.10,"KleenGuard™ Personal Protective Equipment (PPE) enables rather than inhibits – allowing for maximum productivity and safety for you and your employees. Giving your employees what they need to do their job safely and effectively is a top priority of any business owner. KleenGuard™ Nemesis Safety Eyewear's stylish good looks and durable, lightweight construction are just some of the reasons why millions of people wear them for protection both at work and at home. Nemesis Safety Glasses have polycarbonate lenses that provide 99.9% UVA/ UVB/UVC protection to help prevent eye damage like cataracts, retinal damage, and other conditions that can cause temporary vision loss., The wraparound frame has a base curve of 8 that extends the range of peripheral protection, as well as soft touch temples for comfort. The Nemesis safety glasses have a patented nose piece designed to be extremely flexible, to channel sweat away from the eyes, and to help prevent slippage down the nose – all for long-term comfort. Each pair of KleenGuard™ Nemesis safety glasses come with a neck cord for securing them, so that the glasses are ready to protect at a moment's notice. The safety eyewear is manufactured to comply with the ANSI / ISEA Z87.1+ standard for personal eye protection. Both men and women will find these stylish glasses to be comfortable and functional for construction, manufacturing, gun shooting / shooting range, and a host of other industries. Remember: comfort and style drive compliance, so it pays to provide comfortable designer glasses that your staff will be proud to wear. Making the right Personal Protection choice is difficult. Perform with distinction with KleenGuard™ Personal Protective Equipment (PPE).",4.70,1316
ShadyVEU Super Dark Black Lens Round Sunglasses UV Protection Spring Hinge Soft Matte Frame Fashion Shades,ShadyVEU,sunglasses,unisex,round,plastic,black,3756.00,"ShadyVEU sunglasses with UV protection, suitable for everyday wear.",4.30,1897
Frienda 8 Pairs Heart Shaped Sunglasses for Women Rimless Heart Glasses Candy Color Heart Sunglasses for Party Favor,Frienda,sunglasses,female,classic,plastic,black,5488.00,"Frienda sunglasses with UV protection, suitable for everyday wear.",4.70,3308
QALLY Polarized Sunglasses Men Lightweight Square Mens Sun Glasses for Driving Sports with UV400 Protection,QALLY,sunglasses,male,square,plastic,black,19.99,"QALLY sunglasses with UV protection, suitable for everyday wear.",4.50,629
"KastKing FlatRock Polarized Sport Sunglasses for Men and Women, Ideal for Driving Fishing Cycling Running, UV Protection",KastKing,sunglasses,unisex,classic,plastic,black,26.99,"KastKing sunglasses with UV protection, suitable for everyday wear.",4.50,502
Ofwin Polarized Sports Sunglasses for Men Women Unbreakable Frame Cycling Fishing Wrap Around Sunglasses UV400 Protection,Ofwin,sunglasses,unisex,round,plastic,black,3163.00,"Ofwin sunglasses with UV protection, suitable for everyday wear.",4.50,49
A｜X ARMANI EXCHANGE Men's Ax2012s Rectangular Sunglasses,A｜X ARMANI EXCHANGE,sunglasses,male,rectangular,metal,black,5987.00,"Young and contemporary, A|X Armani Exchange sunglasses redefine the essentials of Armani style through a sophisticated use of urban style. These Armani Exchange AX2012S sunglasses for men feature a rectangular metal frame with a double bridge, tapered temples embellished with the A|X logo and solid, gradient or polarized gradient lenses. The lenses on the AX2012S sunglasses are scratch resistance and are coated with 100% UV protection to protect your eyes from harmful UV rays. Each pair of A|X Armani Exchange sunglasses come with a sunglass case and cleaning cloth to clean, protect and store your sunglasses. A|X Armani Exchange sunglasses sold by authorized sellers, like Amazon..",4.50,412
"KastKing Hiwassee Polarized Sport Sunglasses for Men and Women, Wrap Sunglasses for Fishing Cycling and Running,UV Protection",KastKing,sunglasses,unisex,classic,plastic,black,3949.00,"KastKing sunglasses with UV protection, suitable for everyday wear.",4.50,6109
BEACOOL Polarized Sports Sunglasses for Men Women Youth Baseball Cycling Running Driving Fishing Golf Motorcycle TAC Glasses,BEACOOL,sunglasses,unisex,classic,plastic,black,21.99,1️⃣.Bea CooL - Worth your try and trust.👨‍,4.40,9245
"ZENOTTIC Polarized Round Sunglasses, Stylish Sunglasses for Men and Women Retro Classic, Multi-Style Selection",ZENOTTIC,sunglasses,unisex,round,plastic,black,7035.00,"ZENOTTIC sunglasses with UV protection, suitable for everyday wear.",4.20,4304
suoso Polarized Sunglasses Men Sports Sunglasses Womens: UV400 Protection Sunglasses for Women Wrap Around Cycling Glasses,suoso,sunglasses,unisex,round,plastic,black,19.99,"Sport Polarized Sungalsses for Men Women: UV400 Protection Flexible Frame Wrap Around Sun Glasses for Cycling Fishing Driving Running BaseballEyewear Type: Sports Polarized Sunglasses for Men Women The womens sunglasses are designed for those who are keen on outdoor activities.The mens sunglasses super light environmentally friendly material frame: You can hardly feel them on your face!Polarized lenses block 100% of the sun's harmful UVA & UVB raysThe women's sunglasses have great fashion frame design for cycling, running, fishing etc. outdoor lifestyles.We Picked Ultra-light Materials for Glasses Frame, Shatterproof Polarized Lenses and We Took Care so that every Edge is Smoothed and Polished so you’ll even Forget that you Wear them out in the Sun.The unique flexible spring hinge and frame , fit for your face perfectly while wearing this.FEATURES AND BENEFITS: The polarized sunglasses women: cool full frame design for clear lower vision field.Durable and unbreakable frames and lens.Polarized lens help eliminate reflected and scattered glares.Good for sports or other outer door activities.Packaged Included:Portable Zippered Hard Protection Case, Colour Box, Pouch, Glasses cloth, Strap ectWarmly reminded:Please use neutral detergent or soap water to clean, gently wipe dry with a clean soft cloth.",4.50,466
MEETSUN Polarized Sunglasses for Men Women Classic Retro Sun Glasses for Driving Fishing 100% UV Protection,MEETSUN,sunglasses,unisex,classic,plastic,black,15.99,"MEETSUN sunglasses with UV protection, suitable for everyday wear.",4.40,1073
Ray-Ban RB2140 Original Wayfarer Sunglasses,Ray-Ban,sunglasses,unisex,wayfarer,plastic,black,5958.00,"Born to wander, the Wayfarer has never stood still. In the early ‘50s, as moldable plastics entered the scene, the Wayfarer shifted sunglasses from function to style and the rest is history. Today, the Wayfarer continues to challenge the unexplored with timeless swagger. The RB2140 Original Wayfarer is the most recognizable style in the history of sunglasses. Since its initial design in 1952, the Wayfarer gained popularity among celebrities, musicians, artists and those with an impeccable fashion sense. As an iconic style, it always makes a statement. Available in a variety of frame and lens combinations, from black to Havana frames and gradient, solid, or polarized lenses. Ray-Ban sunglasses sold by authorized sellers, like Amazon, are eligible for all manufacturer warranties and guarantees. Click on the Ray-Ban link above the product title to shop the entire Ray-Ban sunglass and eyeglass assortment.",4.50,8876
Goodr Mach GS Sunglasses,Goodr,sunglasses,unisex,aviator,metal,pink,5738.00,"Mirrored Reflective Lenses For Regular or Wider Heads Best Suited for Reaching New Heights Â SPLIT GOODR + AVIATORS = MACH Gs Our MACH Gs are a classic aviator style made to give you the speed if you feel the need. Plus, this smooth, sleek frame means no unsightly imprints on your nose from those weird nose pads on traditional metal aviator frames. SPLIT LOOK GOOD, FLY GOODR. 1 NO SLIP We use special grip coating and silicone nose inserts to construct our frame to help eliminate slippage when sweating. 2 NO BOUNCE Our frame is flight-weight to prevent bouncing when running, biking, beasting, or exceeding speeds of Mach 5.* *Not tested at hypersonic speed, but…we’re pretty sure. 3 ALL POLARIZED The speed of light got nothing on you. These glare-reducing, polarized lenses with UV400 protection blocks 100% of those harmful UVA and UVB rays. 4 ALL SPEED An all new shape built to give you the ultimate speed advantage whether you're crushing beers or crushing your competition. 5 FREE MILE HIGH CLUB MEMBERSHIP Included with purchase. INTRODUCING KITTY HAWKERS' RAY BLOCKERS. Some people say the Wright Brothers were rocking a pair of these teal framed pink accented aviators when they decided to block out not just the rays at Kitty Hawk, North Carolina, but also their peer Glenn Curtiss from modern aviation history, because if they can build the world's first aeroplane, then they can certainly build the world's first time machine. Is this info true? We don't know. But some people said it. READ THE ORIGIN STORY SPLIT",4.70,216
ZENOTTIC Square Polarized Sunglasses for Men Ultralight Carbon Fiber Sun Glasses Driving Fishing Golf Sports UV400 Protection,ZENOTTIC,sunglasses,male,square,plastic,black,33.99,"ZENOTTIC sunglasses with UV protection, suitable for everyday wear.",4.40,935
Polarized Sunglasses for Men Aluminum Mens Sunglasses Driving Rectangular Sun Glasses For Men/Women,monrich,sunglasses,unisex,rectangular,plastic,black,5742.00,"monrich sunglasses with UV protection, suitable for everyday wear.",4.30,6012
LUENX Aviator Sunglasses for Men Women Polarized New Shades Large Metal Frame - UV 400 Protection,LUENX,sunglasses,unisex,aviator,metal,black,4132.00,"LUENX sunglasses with UV protection, suitable for everyday wear.",4.60,11285
SOJOS Retro Round Polarized Sunglasses for Women Men Classic Vintage Sunnies SJ2069,SOJOS,sunglasses,unisex,round,plastic,black,4524.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.50,8860
Oakley Men's Oo9363 Flak Beta Rectangular Sunglasses,Oakley,sunglasses,male,rectangular,plastic,black,3818.00,"Oakley sunglasses with UV protection, suitable for everyday wear.",4.40,1307
"KastKing Skidaway Polarized Sport Sunglasses for Men and Women,Ideal for Driving Fishing Cycling and Running,UV Protection",KastKing,sunglasses,unisex,classic,plastic,black,26.99,"KastKing sunglasses with UV protection, suitable for everyday wear.",4.40,9781
AEVOGUE Polarized Sunglasses For Women And Men Semi Rimless Frame Retro Sun Glasses AE0369,AEVOGUE,sunglasses,unisex,classic,plastic,black,7825.00,"ABOUT AEVOGUE SUNGLASSES Different eyewear should bring you different emotions, and match your personality and lifestyle‘The best’ doesn’t always mean the most expensive - everyone has their own preference! Beauty follows you hereGreat fashion design AEVOGUE sunglasses for ski, golf, cycling, running, fishing, driving, bike, cricket, motorcycle and all outdoor sports activities100% UV protection DISCOVER THE AEVOGUE SUNGLASSES DIFFERENCEBest Customer Service CareMeet our friendly customer service team focused on providing the best shopping experience and making every customer happy. Quality ControlWe care about how you feel about our product. Every piece of eyewear is given extra attention for quality and packaged with care before it leaves our warehouse. Price ConsciousWe are a family owned company who believes you can wear any style at a fraction of the price without compromising quality. FEATURES AND BENEFITS Reduce surface reflectionsDurable and lightweight frameEasy to cleanScratch resistant lensUV protection lensFlattering lines and aesthetically pleasing appearanceFashion and stylish design cool sunglasses for mens and womensCARETo avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings.",4.40,6017
BEACOOL Polarized Sports Sunglasses for Men Women Youth Baseball Fishing Cycling Running Golf Motorcycle Tac Glasses UV400,BEACOOL,sunglasses,unisex,classic,plastic,black,21.99,1️⃣.Bea CooL - Worth your try and trust.👨‍,4.40,12951
Retro Round Polarized Steampunk Sunglasses Men Women Side Shield Goggles Gothic S92-ADVANCED POLARIZED,Sunier,sunglasses,unisex,round,plastic,black,10057.00,"Sunier sunglasses with UV protection, suitable for everyday wear.",4.40,3721
Retro Rewind Polarized Sunglasses for Men and Women - UV Protection Classic Sun Glasses,Retro Rewind,sunglasses,unisex,classic,plastic,black,14.99,"Retro Rewind sunglasses with UV protection, suitable for everyday wear.",4.40,11244
MEETSUN Polarized Sunglasses For Men Women UV Protection Square Frame Sport Fishing Driving Sunglasses,MEETSUN,sunglasses,unisex,square,plastic,black,6644.00,"MEETSUN sunglasses with UV protection, suitable for everyday wear.",4.40,337
ATTCL Men's Fashion Driving Polarized Sunglasses for Men - Al-Mg metal Ultralight Frame,ATTCL,sunglasses,male,classic,metal,black,5467.00,"ATTCL sunglasses with UV protection, suitable for everyday wear.",4.30,4077
IRONMAN Men's Principle Sunglasses,IRONMAN,sunglasses,male,round,plastic,black,14.97,"From Foster Grant’s Ironman collection comes Principle, a pair of wraparound sunglasses for men from the new Ironman collection. Carefully crafted from matte black rubberized plastic, this pair of retro sunglasses for men feature a full wrap-around frame and impact-resistant smoke-colored lenses with a silver mirror flash tint. Worn for 90 years by global icons and trendsetters, Foster Grant sunglasses are the original American sunglasses brand. Now Foster Grant is the market leader in popular-priced eyewear with a full range of sunglasses, reading glasses and digital glasses. Foster Grant believes in real style – eyewear that is effortlessly fashion-forward and perfectly you, with true quality you can see and feel. Our talented designers in New York, London, and Milan search the globe for the freshest looks and inspiration, and transform them into fashion-forward styles that are uniquely flattering and wearable. Every pair of our eyewear is carefully constructed to give you the most comfortable fit. And with every stylish pair affordably priced, you can create all the looks to express the many shades of you.",4.40,713
FAGUMA Sports Polarized Sunglasses For Men Cycling Driving Fishing 100% UV Protection,FAGUMA,sunglasses,male,classic,plastic,black,2902.00,"FAGUMA sunglasses with UV protection, suitable for everyday wear.",4.40,23144
LUENX Aviator Sunglasses for Men Square Polarized Polygon Lens - UV 400 Protection with Accessories 61MM Driving Outdoor,LUENX,sunglasses,male,aviator,metal,black,6817.00,"➤Why You Should Choose Luenx Sunglasses? Because if you buy expensive sunglasses, you have to worry about scratching or losing on vacation. Because if you buy cheap sunglasses, you have to worry about the quality and the safety whether it is potentially harmful to your eyes. Also cheaply made material and design is too low-grade to wear. ➤ But LUENX, with the highest value for money in the sunglasses industry, enables you to spend a small amount of money to buy a pair of high quality sunglasses. Each pair of sunglasses is UV 400 protection with 100% polarized lenses, giving you full protections when driving or outdoor activities. Stylish designs fit in well any cloth matching. ➤Product Features 1.Polarized HD lenses filter out reflected glare and UV rays to protect your eyes.2.Durable stainless steel metal frames with reinforced hinges for long-lasting wear.3.Stylish aviator design complements various face shapes.4.Ideal for outdoor activities like driving, hiking, traveling, and sports.5.Unisex sunglasses make a great gift for family and friends. ➤Accessories 1x Sunglasses1x Soft Glasses Cloth1x Soft Glasses Pouch1x Exquisite Packaging Carton1x Polarized Test Card",4.40,4536
"Oakley Man Sunglasses Matte Black Frame, Grey Lenses, 57MM",Oakley,sunglasses,unisex,classic,plastic,black,0.01,"Catch our selection of Oakley glasses and sunglasses for men and women, perfect for those looking for high performance and exceptional design for everyday styles and sports eyewear. Discover Oakley classics such as frogskin frames and prism lenses that crank up your active look on the street and improve your performance on the field.",4.50,2918
Fit Over Sunglasses Polarized Lens Wear Over Prescription Eyeglasses 100% UV Protection for Men and Women,Success Eyewear,sunglasses,unisex,classic,plastic,black,15.99,"Success Eyewear sunglasses with UV protection, suitable for everyday wear.",4.30,4333
grinderPUNCH 2 Pack XL Polarized Men's Big Wide Frame Sunglasses - Large Head Fit,grinderPUNCH,sunglasses,male,classic,plastic,black,11840.00,"Specially Design Wide Frame Sunglasses Designed to Fit Larger Sized Faces...Sometimes Called ""Big Head Sunglasses"" 5.8 Inch Wide Temples - Average Sized Sunglasses are 5.4 Inches Wide. Comes with Polarized Lens, Anti Glare - Makes it Perfect for Driving, Fishing, Golfing, Hiking, Walking and Many More Outdoor Activities!",4.20,854
"TIJN Polarized Colored Sunglasses for Womens Mens,Retro Small Round Frame,UV400 Protection Sunnies,Tinted Lens Vintage Style",TIJN,sunglasses,unisex,round,plastic,black,11326.00,"TIJN sunglasses with UV protection, suitable for everyday wear.",4.40,504
LUENX Rectangular Polarized Aviator Sunglasses for Men Retro Pilot Shades Driving UV400 Protection,LUENX,sunglasses,male,aviator,plastic,black,19.99,"LUENX sunglasses with UV protection, suitable for everyday wear.",4.50,5389
KALIYADI Sunglasses Men Polarized for Mens and Womens Unisex Sun Glasses for Driving UV Protection,KALIYADI,sunglasses,unisex,classic,plastic,black,9485.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.50,8012
BOTPOV Aviator Sunglasses for Men Women Polarized UV400 Protection Mirrored Lens Metal Frame with Spring Hinges…,BOTPOV,sunglasses,unisex,aviator,metal,black,15.98,"BOTPOV sunglasses with UV protection, suitable for everyday wear.",4.30,11103
LUENX Aviator Sunglasses for Men Women-Polarized Shades Driving UV 400 Protection 59 MM,LUENX,sunglasses,unisex,aviator,plastic,black,8117.00,"LUENX sunglasses with UV protection, suitable for everyday wear.",4.60,8627
CARFIA Acetate Polarized Sunglasses for Men UV400 Protection Classic Retro Square Shades Driving Glasses,CARFIA,sunglasses,male,square,acetate,black,9663.00,"CARFIA sunglasses with UV protection, suitable for everyday wear.",4.70,139
ROCKBROS Polarized Sunglasses UV Protection for Women Men Cycling Sunglasses,ROCKBROS,sunglasses,unisex,classic,plastic,black,24.99,"ROCKBROS sunglasses with UV protection, suitable for everyday wear.",4.30,5539
Joopin Sport Sunglasses UV400 Protection Wrap Around Sun Glasses Shades for Men Women,Joopin,sunglasses,unisex,round,plastic,black,12.09,"Joopin sunglasses with UV protection, suitable for everyday wear.",4.20,2690
"J+S Premium Military Style Classic Aviator Sunglasses, Polarized, 100% UV protection",J+S,sunglasses,unisex,aviator,metal,black,14.48,"J+S Premium Military Style Classic Aviator Sunglasses Polarized and 100% UV protection - protect your eyes without compromising on style, comfort and safety.Polarized and 100% UV protection sunglasses helps:- Reduce eyestrain, no tired eyes after a full day in the sun.- Reduce reflections and glare (esp important for those with sensitive eyes or post surgery recovery)- Protect your eyes against harmful UV rays, minimizing damage to your eyesight in the long run.- Improve contrast and visual clarityMeasurements:- Overall Width: 152mm (Large) / 140mm (Medium)- Lens Width: 62mm (Large) / 58mm (Medium)- Lens Height: 50mm (Large) / 46mm (Medium)- Temple Length: 130mm- Bridge Width: 14mmLarge (62mm): Suitable for average - large male, or female for a oversized fitMedium (52mm): Suitable for the average male, or femaleHere are 5 Reasons you're Going to LOVE Your J+S Military Style Classic Aviators:1. It blocks 99-100% of both UVA and UVB harmful radiation2. It has a special polarized filter to block over 99.96% of glare3. Classic unisex design (So you can protect your eyes while looking stylish)4. Made of lightweight yet durable metallic alloy with spring loaded hinges ensuring maximum comfort.5. Backed by 30 DAY MONEY BACK GUARANTEE and a 1 YEAR WARRANTY when purchased from an authorized seller*: jassuOrder yours now because you literally RISK NOTHING!BONUS: All J+S sunglasses comes gift packaged ready, making these sunglasses a wonderful yet practical gift idea for your active friends and family!Order your J+S Premium Military Style Classic Aviator Sunglasses and join thousands of other satisfied customers who LOVE the J+S Vision difference!",4.30,23148
Ray-Ban Men's Rb2027 Predator 2 Rectangular Sunglasses,Ray-Ban,sunglasses,male,rectangular,plastic,black,5891.00,"Whether you want to protect your eyes from harmful UV rays or protect the Earth from alien invasion, you can be prepared with Ray-Ban Predator 2 men’s sunglasses. Ray-Ban RB2027 Predator 2 sunglasses take on the traditional rectangular design and display the Ray-Ban signature logo on the thin temples. The insides of the Predator temple tips feature a subtle striped texture treatment. The wrapped fit creates a sporty look that is both casual and athletic. These Ray-Ban sunglasses for men are stylish, comfortable, and provide 100% UV protection.Our Predator 2 men’s sunglasses feature classic crystal green lenses, which improve vision in multiple light conditions. These lenses measure 62 mm wide by 38 mm high. The bridge measurement is 19 mm, and the arms are 130 mm in length. Our high-quality lenses can be replaced with prescription lenses. Ray-Ban lenses have been fine-tuned over the past 70 years of innovation and research and block 99% of reflected light. To keep them clean, we’ve included a lens cloth in the case.These men’s sunglasses are lightweight, durable, and fashionable. They will hold up against frequent use. The shape and curvature may need adjustment for precision fit. If you decide to precision fit the Ray-Ban Predator 2, make sure to have a professional adjust them for you. Wear RB2027 Predator 2 sunglasses in a black frame and a variety of lens treatments including polarized, non-polarized and mirrored.",4.60,4855
MERRY'S Unisex Polarized Aluminum Sunglasses Vintage Sun Glasses For Men/Women S8286,MERRY'S,sunglasses,unisex,classic,plastic,black,5461.00,"MERRY'S sunglasses with UV protection, suitable for everyday wear.",4.50,42243
Polarized Sports Sunglasses for Men Women with 5 Interchangeable Lenes for Cycling Sunglasses Running Baseball Finishing,BangLong,sunglasses,unisex,classic,plastic,black,3640.00,"BangLong sunglasses with UV protection, suitable for everyday wear.",4.30,3254
JULI Sports Sunglasses for Men Women Tr90 Rimless Frame for Running Fishing Golf Surf Driving MJ8009,JULI Eyewear,sunglasses,unisex,classic,tr90,black,29.99,"JULI Eyewear sunglasses with UV protection, suitable for everyday wear.",4.20,2172
"CGID Premium Al-Mg Alloy Pilot Polarized Sunglasses UV400, Spring Hinges Sun Glasses for Men Women",CGID,sunglasses,unisex,classic,plastic,black,6604.00,"CGID sunglasses with UV protection, suitable for everyday wear.",4.30,5504
Duduma Sports Polarized Sunglasses for Men Women Baseball Cycling Golf Fishing Sun Glasses UV Blocking Tr8116,Duduma,sunglasses,unisex,classic,plastic,black,6803.00,"DISCOVER THE DUDUMA DIFFERENCE Provide The Best Quality Sunglasses and Customer Service on Amazon The super light TR8116 frame: You can hardly feel them on your face, yet they are unbreakable! TR8116 frame for the most comfortable fit available today in addition to unparalleled durability. Great fashion frame design for golf, cycling, running, fishing etc. outdoor lifestyles. 99% UV protection lens. FEATURES AND BENEFITS High definition optics Durable and unbreakable frames and lens Polarized lens help restore true color Polarized lens help eliminate reflected and scattered glares Good for sports or other outer door activities INCLUDES 1*Cleaning soft cloth 1*Cleaning soft fabric sunglasses pouch CARE To avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings.",4.30,4750
Newly Cock Ring for Men Erection Silicone - Penis Ring for Male Penis Ring Rubber Couples for Male Sexual Wellness Sunglasses N-736,Generic,sunglasses,male,classic,plastic,black,4063.00,cock_ring_sex_toys_for_couples_Anal_vibrator_butt_plug_massager_sex_toys_men_prostate_massaging_device_male_anal_Anal_plug_Vibrator_male_Sex_Toys_Sexual_Pleasure_Tools_For_men_Sex_Toys&Games_Vibrater_ Adult_Sex_Toys-V3843,,0
"KALIYADI Sunglasses for Women and Men, Polarized Square UV Protection, Trendy Metal Frame Hexagon Sunglasses",KALIYADI,sunglasses,unisex,square,metal,black,10234.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.30,1075
SOJOS Classic Polarized Sunglasses for Women Men Trendy Square Frame SJ2149,SOJOS,sunglasses,unisex,square,plastic,black,14.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.50,668
Salfboy Polarized Sports Sunglasses for Men Fishing Sun Glasses Mixed Style UV Protection Fan Sports Sunglasses,Salfboy,sunglasses,male,classic,plastic,black,11939.00,"Salfboy sunglasses with UV protection, suitable for everyday wear.",4.20,715
BIRCEN Polarized Mens Sunglasses: UV Protection Black Blue Shades for Men Sport Driving with Al-Mg Metal Frame,BIRCEN,sunglasses,male,classic,metal,black,10644.00,"BIRCEN sunglasses with UV protection, suitable for everyday wear.",4.30,3154
"Armani Exchange Man Sunglasses Matte Black Frame, Grey Lenses, 62MM",A｜X ARMANI EXCHANGE,sunglasses,unisex,classic,plastic,black,37.23,"AX Armani Exchange glasses and sunglasses interpret the refined Armani style with a trendy modern touch. From classic everyday looks to edgy playful styles, shop our range of Armani Exchange frames for women and men and discover how Armani elegance transforms into a casual, youthful and urban attitude. Don’t miss our best sellers and new arrivals that bring you all the latest fashion appeal at affordable prices. Available with prescription lenses and in a variety of sun shades.AX Armani Exchange interpret the refined and unique style of the Armani world with a modern sensibility, for a young, urban, casual consumer, looking for the Armani elegance but with a pop accent at an affordable price",4.50,1375
Occhsouo Polarized Sunglasses Womens Men - Sun glasses Fashion Trendy Driving Fishing UV Blocking UV400 Protection,Occhsouo,sunglasses,unisex,classic,plastic,black,14.99,"Occhsouo sunglasses with UV protection, suitable for everyday wear.",4.60,555
Woodies Walnut Wood Sunglasses with Dark Polarized Lenses for Men and Women | 100% UVA/UVB Ray Protection,Woodies,sunglasses,unisex,classic,plastic,black,4312.00,"Woodies sunglasses with UV protection, suitable for everyday wear.",4.50,9206
JULI Sports Sunglasses for Men Women Tr90 Rimless Frame for Running Fishing Baseball Driving MJ8001,JULI Eyewear,sunglasses,unisex,classic,tr90,black,11154.00,"JULI Eyewear sunglasses with UV protection, suitable for everyday wear.",4.30,3038
ATTCL Men's Retro Metal Frame Driving Polarized Sunglasses For Men,ATTCL,sunglasses,male,classic,metal,black,8462.00,"ATTCL sunglasses with UV protection, suitable for everyday wear.",4.40,14782
RIVBOS Sunglasses for Men Women Polarized UV Protection Sports Fishing Driving Shades Cycling RB833,RIVBOS,sunglasses,unisex,classic,plastic,black,5955.00,"RIVBOS sunglasses with UV protection, suitable for everyday wear.",4.40,8797
"Ironman Men's Relentless Wrap Sunglasses, Matte Black, 63 mm",IRONMAN,sunglasses,male,classic,plastic,black,14.97,"Ironman Men's Relentless Wrap Sunglasses, Matte Black, 63 mmFoster Grant introduces relentless, a pair of men's sunglasses from the new Ironman collection. This pair of sunglasses is crafted from a Matte Black, plastic, wrap full frame. With impact resistant and Smoke colored lenses that come with a tint of silver flash, these sunglasses are ready for anything. Be relentless, your sunglasses already are.",4.60,375
"BluBlocker, Black Original Aviator Sunglasses with Scratch Resistant Lens | Blocks 100% of Blue Light and UVA & UVB Rays | Retro | Gender Neutral - for Men, Women & Everyone | 2701K |",BluBlocker,sunglasses,unisex,aviator,plastic,black,3545.00,"BluBlocker sunglasses with UV protection, suitable for everyday wear.",4.60,1353
Gtand Fashion Oversized Square Aviator Gradient Sunglasses For Men Women Vintage Metal Sun Glasses 63mm,Gtand,sunglasses,unisex,aviator,metal,black,16.80,"Gtand sunglasses with UV protection, suitable for everyday wear.",4.50,1082
Ziwanule Polarized Aviator Sunglasses for Men/Women Metal Mens Sunglasses Driving Sun Glasses,Ziwanule,sunglasses,unisex,aviator,metal,black,9509.00,"Ziwanule sunglasses with UV protection, suitable for everyday wear.",4.30,2207
ROCKBROS Photochromic Sports Sunglasses for Men Women Cycling UV Protection,ROCKBROS,sunglasses,unisex,classic,plastic,black,27.99,"ROCKBROS sunglasses with UV protection, suitable for everyday wear.",4.30,2124
AIMADE Premium Military Polarized Aviator Sunglasses Metal Frame Unique Design Sun glasses For Mens Womens 100% UV Protection,AIMADE,sunglasses,unisex,aviator,metal,black,9625.00,"AIMADE sunglasses with UV protection, suitable for everyday wear.",4.20,2115
"KastKing Iditarod Polarized Sport Sunglasses for Men and Women, Ideal for Driving Fishing Cycling and Running, UV Protection",KastKing,sunglasses,unisex,classic,plastic,black,10522.00,"KastKing sunglasses with UV protection, suitable for everyday wear.",4.40,2941
