name,brand,type,gender,shape,frame_material,color,price,description,rating,reviews_count
Vogue Rectangular Sunglasses 294,Vogue,sunglasses,unisex,rectangular,metal,brown,10324,"Коричневые унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.13,18436
Vogue Aviator Sunglasses 295,Vogue,sunglasses,male,aviator,acetate,blue,11114,"Синие мужские очки формы авиаторы, ацетатная оправа, UV400.",4.09,1683
SOJOS Round Sunglasses 296,SOJOS,sunglasses,unisex,round,metal,black,8271,"Черные унисекс очки формы круглые, металлическая оправа, UV400.",4.2,15499
Oakley Round Sunglasses 297,Oakley,sunglasses,unisex,round,acetate,black,4087,"Черные унисекс очки формы круглые, ацетатная оправа, UV400.",4.29,28877
Prada Round Sunglasses 298,Prada,sunglasses,female,round,plastic,gold,6176,"Золотые женские очки формы круглые, пластиковая оправа, UV400.",4.58,29771
Oakley Cat-Eye Sunglasses 299,Oakley,sunglasses,unisex,cat-eye,acetate,brown,13602,"Коричневые унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.67,1242
Polaroid Round Sunglasses 300,Polaroid,sunglasses,female,round,plastic,black,14409,"Черные женские очки формы круглые, пластиковая оправа, UV400.",4.39,24563
Vogue Aviator Sunglasses 301,Vogue,sunglasses,male,aviator,acetate,gold,11375,"Золотые мужские очки формы авиаторы, ацетатная оправа, UV400.",3.93,10998
Vogue Cat-Eye Sunglasses 302,Vogue,sunglasses,female,cat-eye,plastic,blue,3698,"Синие женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.82,15356
Vogue Aviator Sunglasses 303,Vogue,sunglasses,male,aviator,metal,gold,13478,"Золотые мужские очки формы авиаторы, металлическая оправа, UV400.",4.35,8450
Polaroid Square Sunglasses 304,Polaroid,sunglasses,male,square,acetate,gold,12549,"Золотые мужские очки формы квадратные, ацетатная оправа, UV400.",4.71,5770
Guess Cat-Eye Sunglasses 305,Guess,sunglasses,female,cat-eye,metal,gold,8067,"Золотые женские очки формы кошачий глаз, металлическая оправа, UV400.",4.6,6074
Polaroid Square Sunglasses 306,Polaroid,sunglasses,female,square,metal,brown,5772,"Коричневые женские очки формы квадратные, металлическая оправа, UV400.",4.26,14658
Vogue Square Sunglasses 307,Vogue,sunglasses,female,square,acetate,blue,10886,"Синие женские очки формы квадратные, ацетатная оправа, UV400.",3.81,21439
Carrera Round Sunglasses 308,Carrera,sunglasses,unisex,round,acetate,black,3436,"Черные унисекс очки формы круглые, ацетатная оправа, UV400.",4.36,5253
Guess Cat-Eye Sunglasses 309,Guess,sunglasses,unisex,cat-eye,acetate,gold,3423,"Золотые унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.57,9687
Carrera Round Sunglasses 310,Carrera,sunglasses,unisex,round,metal,brown,9334,"Коричневые унисекс очки формы круглые, металлическая оправа, UV400.",3.98,24521
Carrera Cat-Eye Sunglasses 311,Carrera,sunglasses,female,cat-eye,acetate,silver,14639,"Серебристые женские очки формы кошачий глаз, ацетатная оправа, UV400.",4.6,7176
SOJOS Cat-Eye Sunglasses 312,SOJOS,sunglasses,unisex,cat-eye,acetate,black,8819,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.43,11874
Oakley Aviator Sunglasses 313,Oakley,sunglasses,unisex,aviator,acetate,black,9781,"Черные унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.04,17605
Polaroid Square Sunglasses 314,Polaroid,sunglasses,male,square,plastic,blue,3404,"Синие мужские очки формы квадратные, пластиковая оправа, UV400.",4.62,23511
Prada Cat-Eye Sunglasses 315,Prada,sunglasses,male,cat-eye,metal,silver,8929,"Серебристые мужские очки формы кошачий глаз, металлическая оправа, UV400.",3.96,13632
Prada Aviator Sunglasses 316,Prada,sunglasses,unisex,aviator,plastic,blue,12522,"Синие унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.77,23720
Ray-Ban Square Sunglasses 317,Ray-Ban,sunglasses,female,square,acetate,black,5070,"Черные женские очки формы квадратные, ацетатная оправа, UV400.",4.49,1504
Guess Aviator Sunglasses 318,Guess,sunglasses,female,aviator,metal,blue,2630,"Синие женские очки формы авиаторы, металлическая оправа, UV400.",4.98,15488
Ray-Ban Rectangular Sunglasses 319,Ray-Ban,sunglasses,female,rectangular,metal,brown,14047,"Коричневые женские очки формы прямоугольные, металлическая оправа, UV400.",4.57,23917
Guess Rectangular Sunglasses 320,Guess,sunglasses,female,rectangular,plastic,silver,7654,"Серебристые женские очки формы прямоугольные, пластиковая оправа, UV400.",3.9,21705
Polaroid Square Sunglasses 321,Polaroid,sunglasses,unisex,square,metal,black,10302,"Черные унисекс очки формы квадратные, металлическая оправа, UV400.",4.27,4192
SOJOS Aviator Sunglasses 322,SOJOS,sunglasses,male,aviator,plastic,gold,12534,"Золотые мужские очки формы авиаторы, пластиковая оправа, UV400.",4.66,13917
Guess Round Sunglasses 323,Guess,sunglasses,male,round,plastic,silver,4041,"Серебристые мужские очки формы круглые, пластиковая оправа, UV400.",4.13,28698
Oakley Rectangular Sunglasses 324,Oakley,sunglasses,male,rectangular,metal,blue,5443,"Синие мужские очки формы прямоугольные, металлическая оправа, UV400.",4.05,3326
Ray-Ban Cat-Eye Sunglasses 325,Ray-Ban,sunglasses,female,cat-eye,metal,black,13633,"Черные женские очки формы кошачий глаз, металлическая оправа, UV400.",3.85,14403
SOJOS Round Sunglasses 326,SOJOS,sunglasses,unisex,round,metal,black,9755,"Черные унисекс очки формы круглые, металлическая оправа, UV400.",4.99,7693
Carrera Cat-Eye Sunglasses 327,Carrera,sunglasses,unisex,cat-eye,metal,gold,6444,"Золотые унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.85,21653
SOJOS Square Sunglasses 328,SOJOS,sunglasses,female,square,metal,gold,10621,"Золотые женские очки формы квадратные, металлическая оправа, UV400.",4.94,28846
Polaroid Rectangular Sunglasses 329,Polaroid,sunglasses,unisex,rectangular,plastic,blue,2268,"Синие унисекс очки формы прямоугольные, пластиковая оправа, UV400.",4.97,21100
Guess Square Sunglasses 330,Guess,sunglasses,unisex,square,plastic,silver,3944,"Серебристые унисекс очки формы квадратные, пластиковая оправа, UV400.",4.16,6045
Prada Round Sunglasses 331,Prada,sunglasses,male,round,acetate,gold,3865,"Золотые мужские очки формы круглые, ацетатная оправа, UV400.",4.77,29994
Ray-Ban Rectangular Sunglasses 332,Ray-Ban,sunglasses,unisex,rectangular,acetate,silver,10183,"Серебристые унисекс очки формы прямоугольные, ацетатная оправа, UV400.",3.96,7977
Vogue Square Sunglasses 333,Vogue,sunglasses,male,square,plastic,black,7579,"Черные мужские очки формы квадратные, пластиковая оправа, UV400.",3.91,23763
SOJOS Square Sunglasses 334,SOJOS,sunglasses,male,square,acetate,silver,11411,"Серебристые мужские очки формы квадратные, ацетатная оправа, UV400.",4.52,28646
Oakley Cat-Eye Sunglasses 335,Oakley,sunglasses,male,cat-eye,metal,blue,9354,"Синие мужские очки формы кошачий глаз, металлическая оправа, UV400.",4.05,29741
Carrera Aviator Sunglasses 336,Carrera,sunglasses,female,aviator,metal,brown,13648,"Коричневые женские очки формы авиаторы, металлическая оправа, UV400.",3.94,24737
Prada Cat-Eye Sunglasses 337,Prada,sunglasses,male,cat-eye,plastic,brown,5421,"Коричневые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",4.46,25432
Vogue Rectangular Sunglasses 338,Vogue,sunglasses,female,rectangular,acetate,blue,7386,"Синие женские очки формы прямоугольные, ацетатная оправа, UV400.",4.17,11804
Prada Aviator Sunglasses 339,Prada,sunglasses,female,aviator,plastic,silver,4828,"Серебристые женские очки формы авиаторы, пластиковая оправа, UV400.",4.24,13583
Ray-Ban Round Sunglasses 340,Ray-Ban,sunglasses,unisex,round,metal,brown,5772,"Коричневые унисекс очки формы круглые, металлическая оправа, UV400.",4.46,19157
Guess Round Sunglasses 341,Guess,sunglasses,female,round,plastic,brown,5268,"Коричневые женские очки формы круглые, пластиковая оправа, UV400.",4.26,27327
SOJOS Cat-Eye Sunglasses 342,SOJOS,sunglasses,female,cat-eye,plastic,gold,14006,"Золотые женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.79,23729
Prada Round Sunglasses 343,Prada,sunglasses,female,round,metal,gold,3793,"Золотые женские очки формы круглые, металлическая оправа, UV400.",4.66,16021
Polaroid Aviator Sunglasses 344,Polaroid,sunglasses,unisex,aviator,metal,blue,2717,"Синие унисекс очки формы авиаторы, металлическая оправа, UV400.",4.93,21916
Ray-Ban Rectangular Sunglasses 345,Ray-Ban,sunglasses,male,rectangular,acetate,brown,5291,"Коричневые мужские очки формы прямоугольные, ацетатная оправа, UV400.",3.88,4968
Ray-Ban Cat-Eye Sunglasses 346,Ray-Ban,sunglasses,male,cat-eye,plastic,silver,2490,"Серебристые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",4.54,21868
Prada Rectangular Sunglasses 347,Prada,sunglasses,unisex,rectangular,metal,black,10219,"Черные унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.46,408
Ray-Ban Square Sunglasses 348,Ray-Ban,sunglasses,unisex,square,plastic,blue,1780,"Синие унисекс очки формы квадратные, пластиковая оправа, UV400.",4.4,22887
Guess Aviator Sunglasses 349,Guess,sunglasses,male,aviator,acetate,black,3939,"Черные мужские очки формы авиаторы, ацетатная оправа, UV400.",4.09,20328
Vogue Square Sunglasses 350,Vogue,sunglasses,female,square,metal,silver,7612,"Серебристые женские очки формы квадратные, металлическая оправа, UV400.",4.95,15060
SOJOS Round Sunglasses 351,SOJOS,sunglasses,unisex,round,acetate,gold,2820,"Золотые унисекс очки формы круглые, ацетатная оправа, UV400.",4.58,28142
Ray-Ban Rectangular Sunglasses 352,Ray-Ban,sunglasses,male,rectangular,plastic,silver,10555,"Серебристые мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.37,20884
Ray-Ban Round Sunglasses 353,Ray-Ban,sunglasses,unisex,round,plastic,black,8609,"Черные унисекс очки формы круглые, пластиковая оправа, UV400.",4.57,10875
Oakley Aviator Sunglasses 354,Oakley,sunglasses,unisex,aviator,metal,brown,12842,"Коричневые унисекс очки формы авиаторы, металлическая оправа, UV400.",4.87,15601
Vogue Aviator Sunglasses 355,Vogue,sunglasses,male,aviator,acetate,gold,10732,"Золотые мужские очки формы авиаторы, ацетатная оправа, UV400.",4.59,5897
Carrera Round Sunglasses 356,Carrera,sunglasses,male,round,metal,blue,13824,"Синие мужские очки формы круглые, металлическая оправа, UV400.",4.78,26919
Guess Square Sunglasses 357,Guess,sunglasses,male,square,acetate,brown,5439,"Коричневые мужские очки формы квадратные, ацетатная оправа, UV400.",4.48,27854
Guess Cat-Eye Sunglasses 358,Guess,sunglasses,unisex,cat-eye,plastic,gold,13879,"Золотые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.69,25923
Oakley Square Sunglasses 359,Oakley,sunglasses,unisex,square,metal,black,8661,"Черные унисекс очки формы квадратные, металлическая оправа, UV400.",4.08,2510
Carrera Cat-Eye Sunglasses 360,Carrera,sunglasses,unisex,cat-eye,plastic,blue,14173,"Синие унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.19,20798
Vogue Rectangular Sunglasses 361,Vogue,sunglasses,female,rectangular,plastic,brown,10560,"Коричневые женские очки формы прямоугольные, пластиковая оправа, UV400.",4.93,14170
Polaroid Cat-Eye Sunglasses 362,Polaroid,sunglasses,unisex,cat-eye,metal,silver,14151,"Серебристые унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.54,26170
SOJOS Aviator Sunglasses 363,SOJOS,sunglasses,unisex,aviator,plastic,black,4026,"Черные унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.26,25706
Polaroid Rectangular Sunglasses 364,Polaroid,sunglasses,unisex,rectangular,plastic,gold,3245,"Золотые унисекс очки формы прямоугольные, пластиковая оправа, UV400.",3.91,10121
Prada Square Sunglasses 365,Prada,sunglasses,female,square,metal,black,2930,"Черные женские очки формы квадратные, металлическая оправа, UV400.",4.02,14727
Guess Aviator Sunglasses 366,Guess,sunglasses,male,aviator,plastic,black,10580,"Черные мужские очки формы авиаторы, пластиковая оправа, UV400.",3.91,19616
Carrera Aviator Sunglasses 367,Carrera,sunglasses,female,aviator,plastic,gold,7853,"Золотые женские очки формы авиаторы, пластиковая оправа, UV400.",4.74,23771
SOJOS Cat-Eye Sunglasses 368,SOJOS,sunglasses,unisex,cat-eye,acetate,brown,7737,"Коричневые унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.0,8831
Vogue Rectangular Sunglasses 369,Vogue,sunglasses,female,rectangular,metal,brown,4239,"Коричневые женские очки формы прямоугольные, металлическая оправа, UV400.",4.32,13818
Vogue Aviator Sunglasses 370,Vogue,sunglasses,female,aviator,plastic,gold,5540,"Золотые женские очки формы авиаторы, пластиковая оправа, UV400.",4.67,16266
SOJOS Aviator Sunglasses 371,SOJOS,sunglasses,female,aviator,plastic,brown,1610,"Коричневые женские очки формы авиаторы, пластиковая оправа, UV400.",4.94,10906
Guess Rectangular Sunglasses 372,Guess,sunglasses,female,rectangular,plastic,gold,14860,"Золотые женские очки формы прямоугольные, пластиковая оправа, UV400.",4.79,21353
Polaroid Square Sunglasses 373,Polaroid,sunglasses,female,square,acetate,blue,4790,"Синие женские очки формы квадратные, ацетатная оправа, UV400.",4.37,5840
Guess Square Sunglasses 374,Guess,sunglasses,female,square,acetate,silver,14311,"Серебристые женские очки формы квадратные, ацетатная оправа, UV400.",4.09,12342
Vogue Square Sunglasses 375,Vogue,sunglasses,female,square,acetate,black,4773,"Черные женские очки формы квадратные, ацетатная оправа, UV400.",4.51,17899
Polaroid Cat-Eye Sunglasses 376,Polaroid,sunglasses,unisex,cat-eye,acetate,black,9063,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.93,6889
Prada Aviator Sunglasses 377,Prada,sunglasses,female,aviator,acetate,silver,9680,"Серебристые женские очки формы авиаторы, ацетатная оправа, UV400.",3.97,9943
SOJOS Round Sunglasses 378,SOJOS,sunglasses,female,round,plastic,silver,2711,"Серебристые женские очки формы круглые, пластиковая оправа, UV400.",4.34,19613
Prada Rectangular Sunglasses 379,Prada,sunglasses,unisex,rectangular,acetate,blue,12832,"Синие унисекс очки формы прямоугольные, ацетатная оправа, UV400.",4.3,1224
Carrera Cat-Eye Sunglasses 380,Carrera,sunglasses,unisex,cat-eye,acetate,blue,2892,"Синие унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",3.93,8154
Carrera Cat-Eye Sunglasses 381,Carrera,sunglasses,male,cat-eye,acetate,black,12068,"Черные мужские очки формы кошачий глаз, ацетатная оправа, UV400.",4.61,13114
Carrera Aviator Sunglasses 382,Carrera,sunglasses,female,aviator,metal,black,5739,"Черные женские очки формы авиаторы, металлическая оправа, UV400.",4.07,24492
SOJOS Square Sunglasses 383,SOJOS,sunglasses,female,square,plastic,silver,14154,"Серебристые женские очки формы квадратные, пластиковая оправа, UV400.",4.62,22644
Polaroid Aviator Sunglasses 384,Polaroid,sunglasses,female,aviator,metal,silver,6340,"Серебристые женские очки формы авиаторы, металлическая оправа, UV400.",4.3,2833
Oakley Round Sunglasses 385,Oakley,sunglasses,unisex,round,plastic,gold,7120,"Золотые унисекс очки формы круглые, пластиковая оправа, UV400.",4.35,6798
Prada Rectangular Sunglasses 386,Prada,sunglasses,female,rectangular,plastic,black,13329,"Черные женские очки формы прямоугольные, пластиковая оправа, UV400.",4.64,10470
Oakley Aviator Sunglasses 387,Oakley,sunglasses,female,aviator,metal,black,7120,"Черные женские очки формы авиаторы, металлическая оправа, UV400.",4.58,22208
Polaroid Round Sunglasses 388,Polaroid,sunglasses,unisex,round,metal,blue,10542,"Синие унисекс очки формы круглые, металлическая оправа, UV400.",3.99,18365
Guess Round Sunglasses 389,Guess,sunglasses,female,round,acetate,silver,4522,"Серебристые женские очки формы круглые, ацетатная оправа, UV400.",4.02,21558
Guess Aviator Sunglasses 390,Guess,sunglasses,female,aviator,metal,blue,8865,"Синие женские очки формы авиаторы, металлическая оправа, UV400.",4.51,12761
Ray-Ban Round Sunglasses 391,Ray-Ban,sunglasses,unisex,round,plastic,brown,13826,"Коричневые унисекс очки формы круглые, пластиковая оправа, UV400.",4.64,26103
Oakley Aviator Sunglasses 392,Oakley,sunglasses,unisex,aviator,metal,blue,7493,"Синие унисекс очки формы авиаторы, металлическая оправа, UV400.",4.19,15013
Oakley Rectangular Sunglasses 393,Oakley,sunglasses,female,rectangular,acetate,blue,6634,"Синие женские очки формы прямоугольные, ацетатная оправа, UV400.",4.52,20051
Guess Aviator Sunglasses 394,Guess,sunglasses,unisex,aviator,plastic,gold,9001,"Золотые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.54,26684
Vogue Cat-Eye Sunglasses 395,Vogue,sunglasses,unisex,cat-eye,acetate,black,3694,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.18,7837
Vogue Round Sunglasses 396,Vogue,sunglasses,male,round,acetate,gold,3816,"Золотые мужские очки формы круглые, ацетатная оправа, UV400.",4.41,13724
Polaroid Rectangular Sunglasses 397,Polaroid,sunglasses,unisex,rectangular,metal,silver,9473,"Серебристые унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.56,22742
Polaroid Round Sunglasses 398,Polaroid,sunglasses,unisex,round,plastic,silver,3798,"Серебристые унисекс очки формы круглые, пластиковая оправа, UV400.",4.02,27610
Prada Aviator Sunglasses 399,Prada,sunglasses,unisex,aviator,metal,gold,9439,"Золотые унисекс очки формы авиаторы, металлическая оправа, UV400.",3.96,26732
Guess Cat-Eye Sunglasses 400,Guess,sunglasses,unisex,cat-eye,plastic,silver,12718,"Серебристые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.39,23289
Prada Round Sunglasses 401,Prada,sunglasses,female,round,acetate,black,2005,"Черные женские очки формы круглые, ацетатная оправа, UV400.",4.76,7246
Vogue Square Sunglasses 402,Vogue,sunglasses,male,square,acetate,brown,6229,"Коричневые мужские очки формы квадратные, ацетатная оправа, UV400.",4.0,15005
Prada Cat-Eye Sunglasses 403,Prada,sunglasses,unisex,cat-eye,acetate,black,3371,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.12,17816
Carrera Aviator Sunglasses 404,Carrera,sunglasses,unisex,aviator,acetate,silver,5080,"Серебристые унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.99,3375
SOJOS Aviator Sunglasses 405,SOJOS,sunglasses,female,aviator,plastic,silver,7211,"Серебристые женские очки формы авиаторы, пластиковая оправа, UV400.",4.83,2870
Prada Round Sunglasses 406,Prada,sunglasses,male,round,acetate,brown,11132,"Коричневые мужские очки формы круглые, ацетатная оправа, UV400.",4.63,28234
Guess Cat-Eye Sunglasses 407,Guess,sunglasses,male,cat-eye,metal,brown,14828,"Коричневые мужские очки формы кошачий глаз, металлическая оправа, UV400.",4.05,1965
Carrera Square Sunglasses 408,Carrera,sunglasses,unisex,square,acetate,blue,4258,"Синие унисекс очки формы квадратные, ацетатная оправа, UV400.",4.19,23090
Vogue Cat-Eye Sunglasses 409,Vogue,sunglasses,female,cat-eye,acetate,gold,12629,"Золотые женские очки формы кошачий глаз, ацетатная оправа, UV400.",4.78,4462
Guess Square Sunglasses 410,Guess,sunglasses,male,square,acetate,brown,3674,"Коричневые мужские очки формы квадратные, ацетатная оправа, UV400.",4.1,23330
Carrera Rectangular Sunglasses 411,Carrera,sunglasses,male,rectangular,metal,silver,10960,"Серебристые мужские очки формы прямоугольные, металлическая оправа, UV400.",4.56,20592
Guess Rectangular Sunglasses 412,Guess,sunglasses,female,rectangular,acetate,black,14518,"Черные женские очки формы прямоугольные, ацетатная оправа, UV400.",4.86,3070
Guess Square Sunglasses 413,Guess,sunglasses,unisex,square,plastic,gold,9496,"Золотые унисекс очки формы квадратные, пластиковая оправа, UV400.",4.19,101
Oakley Rectangular Sunglasses 414,Oakley,sunglasses,unisex,rectangular,metal,gold,14536,"Золотые унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.44,7157
Guess Rectangular Sunglasses 415,Guess,sunglasses,male,rectangular,plastic,gold,6146,"Золотые мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.21,18957
Polaroid Rectangular Sunglasses 416,Polaroid,sunglasses,unisex,rectangular,acetate,gold,13988,"Золотые унисекс очки формы прямоугольные, ацетатная оправа, UV400.",3.86,3282
Prada Aviator Sunglasses 417,Prada,sunglasses,male,aviator,plastic,brown,8979,"Коричневые мужские очки формы авиаторы, пластиковая оправа, UV400.",3.8,14038
SOJOS Round Sunglasses 418,SOJOS,sunglasses,unisex,round,metal,gold,5989,"Золотые унисекс очки формы круглые, металлическая оправа, UV400.",3.91,11830
Vogue Square Sunglasses 419,Vogue,sunglasses,male,square,metal,brown,7993,"Коричневые мужские очки формы квадратные, металлическая оправа, UV400.",4.55,23809
SOJOS Aviator Sunglasses 420,SOJOS,sunglasses,female,aviator,metal,black,4996,"Черные женские очки формы авиаторы, металлическая оправа, UV400.",4.37,4368
SOJOS Rectangular Sunglasses 421,SOJOS,sunglasses,unisex,rectangular,metal,black,12896,"Черные унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.21,3971
Guess Round Sunglasses 422,Guess,sunglasses,unisex,round,metal,silver,5251,"Серебристые унисекс очки формы круглые, металлическая оправа, UV400.",4.26,23965
Oakley Square Sunglasses 423,Oakley,sunglasses,male,square,plastic,gold,3746,"Золотые мужские очки формы квадратные, пластиковая оправа, UV400.",4.26,26672
Polaroid Round Sunglasses 424,Polaroid,sunglasses,unisex,round,acetate,black,10728,"Черные унисекс очки формы круглые, ацетатная оправа, UV400.",3.81,21319
Polaroid Square Sunglasses 425,Polaroid,sunglasses,female,square,acetate,brown,13759,"Коричневые женские очки формы квадратные, ацетатная оправа, UV400.",3.98,13510
Prada Aviator Sunglasses 426,Prada,sunglasses,male,aviator,metal,black,13828,"Черные мужские очки формы авиаторы, металлическая оправа, UV400.",3.95,23940
Guess Rectangular Sunglasses 427,Guess,sunglasses,female,rectangular,metal,gold,5559,"Золотые женские очки формы прямоугольные, металлическая оправа, UV400.",4.13,2780
SOJOS Cat-Eye Sunglasses 428,SOJOS,sunglasses,unisex,cat-eye,acetate,blue,11454,"Синие унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.14,22645
Ray-Ban Square Sunglasses 429,Ray-Ban,sunglasses,unisex,square,acetate,brown,11443,"Коричневые унисекс очки формы квадратные, ацетатная оправа, UV400.",4.41,24525
Guess Aviator Sunglasses 430,Guess,sunglasses,female,aviator,plastic,brown,7822,"Коричневые женские очки формы авиаторы, пластиковая оправа, UV400.",3.94,16390
Oakley Aviator Sunglasses 431,Oakley,sunglasses,unisex,aviator,plastic,gold,3662,"Золотые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.26,27511
Guess Cat-Eye Sunglasses 432,Guess,sunglasses,female,cat-eye,plastic,brown,14121,"Коричневые женские очки формы кошачий глаз, пластиковая оправа, UV400.",3.89,19266
Oakley Square Sunglasses 433,Oakley,sunglasses,male,square,metal,brown,2490,"Коричневые мужские очки формы квадратные, металлическая оправа, UV400.",4.94,13060
Vogue Cat-Eye Sunglasses 434,Vogue,sunglasses,unisex,cat-eye,plastic,silver,12998,"Серебристые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.28,21009
Polaroid Aviator Sunglasses 435,Polaroid,sunglasses,female,aviator,metal,gold,9877,"Золотые женские очки формы авиаторы, металлическая оправа, UV400.",4.91,26498
Polaroid Square Sunglasses 436,Polaroid,sunglasses,unisex,square,acetate,silver,11892,"Серебристые унисекс очки формы квадратные, ацетатная оправа, UV400.",4.72,21313
Oakley Rectangular Sunglasses 437,Oakley,sunglasses,female,rectangular,metal,brown,5505,"Коричневые женские очки формы прямоугольные, металлическая оправа, UV400.",3.9,14257
Oakley Cat-Eye Sunglasses 438,Oakley,sunglasses,female,cat-eye,metal,blue,6567,"Синие женские очки формы кошачий глаз, металлическая оправа, UV400.",4.6,21583
Polaroid Aviator Sunglasses 439,Polaroid,sunglasses,male,aviator,acetate,brown,1685,"Коричневые мужские очки формы авиаторы, ацетатная оправа, UV400.",4.0,11380
Vogue Square Sunglasses 440,Vogue,sunglasses,male,square,acetate,brown,14297,"Коричневые мужские очки формы квадратные, ацетатная оправа, UV400.",4.85,24036
Oakley Square Sunglasses 441,Oakley,sunglasses,male,square,plastic,silver,10082,"Серебристые мужские очки формы квадратные, пластиковая оправа, UV400.",3.88,23361
Oakley Rectangular Sunglasses 442,Oakley,sunglasses,female,rectangular,plastic,blue,2408,"Синие женские очки формы прямоугольные, пластиковая оправа, UV400.",4.4,18595
Polaroid Round Sunglasses 443,Polaroid,sunglasses,female,round,metal,gold,10902,"Золотые женские очки формы круглые, металлическая оправа, UV400.",4.61,3799
SOJOS Cat-Eye Sunglasses 444,SOJOS,sunglasses,unisex,cat-eye,metal,black,1701,"Черные унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.09,15478
Carrera Round Sunglasses 445,Carrera,sunglasses,female,round,metal,brown,10558,"Коричневые женские очки формы круглые, металлическая оправа, UV400.",4.76,23417
Guess Square Sunglasses 446,Guess,sunglasses,male,square,plastic,brown,13301,"Коричневые мужские очки формы квадратные, пластиковая оправа, UV400.",4.18,27086
Oakley Square Sunglasses 447,Oakley,sunglasses,unisex,square,acetate,black,12531,"Черные унисекс очки формы квадратные, ацетатная оправа, UV400.",4.88,5896
SOJOS Aviator Sunglasses 448,SOJOS,sunglasses,unisex,aviator,metal,silver,9120,"Серебристые унисекс очки формы авиаторы, металлическая оправа, UV400.",4.84,25366
Vogue Aviator Sunglasses 449,Vogue,sunglasses,female,aviator,plastic,blue,1630,"Синие женские очки формы авиаторы, пластиковая оправа, UV400.",4.24,9574
Vogue Cat-Eye Sunglasses 450,Vogue,sunglasses,unisex,cat-eye,plastic,brown,7533,"Коричневые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.51,16186
SOJOS Cat-Eye Sunglasses 451,SOJOS,sunglasses,unisex,cat-eye,metal,brown,1604,"Коричневые унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.92,803
SOJOS Square Sunglasses 452,SOJOS,sunglasses,unisex,square,plastic,black,1523,"Черные унисекс очки формы квадратные, пластиковая оправа, UV400.",4.71,12349
Vogue Round Sunglasses 453,Vogue,sunglasses,male,round,metal,blue,8378,"Синие мужские очки формы круглые, металлическая оправа, UV400.",4.39,1982
Polaroid Square Sunglasses 454,Polaroid,sunglasses,unisex,square,metal,black,5292,"Черные унисекс очки формы квадратные, металлическая оправа, UV400.",4.88,17051
Guess Square Sunglasses 455,Guess,sunglasses,unisex,square,acetate,silver,2891,"Серебристые унисекс очки формы квадратные, ацетатная оправа, UV400.",4.5,16581
Polaroid Rectangular Sunglasses 456,Polaroid,sunglasses,unisex,rectangular,acetate,black,10803,"Черные унисекс очки формы прямоугольные, ацетатная оправа, UV400.",3.87,21726
Polaroid Square Sunglasses 457,Polaroid,sunglasses,male,square,plastic,gold,14620,"Золотые мужские очки формы квадратные, пластиковая оправа, UV400.",4.27,27279
Carrera Rectangular Sunglasses 458,Carrera,sunglasses,female,rectangular,metal,gold,2723,"Золотые женские очки формы прямоугольные, металлическая оправа, UV400.",4.93,4480
Oakley Aviator Sunglasses 459,Oakley,sunglasses,male,aviator,plastic,brown,9135,"Коричневые мужские очки формы авиаторы, пластиковая оправа, UV400.",4.18,3976
Carrera Rectangular Sunglasses 460,Carrera,sunglasses,male,rectangular,plastic,gold,5841,"Золотые мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.82,2982
Polaroid Square Sunglasses 461,Polaroid,sunglasses,unisex,square,metal,blue,5022,"Синие унисекс очки формы квадратные, металлическая оправа, UV400.",4.8,10761
